Query	Subject	pident	length	mismatch	gaopen	qstart	qend	sstart	send	evalue	bitscore
Tc03v2_t010560.1	WYIG_grafted_with_UZWG-5644	89.713	661	66	2	565	1224	1	660	0	843
TcUnv2_t000300.1	ZSAB_grafted_with_THHD-6284	87.517	729	91	0	563	1291	2	730	0	843
Tc07v2_t008860.1	UMUL-6652	78.141	1345	280	12	387	1724	3	1340	0	843
Tc04v2_t024140.1	ZSAB_grafted_with_YKQR-5343	87.483	735	87	3	16	746	1	734	0	843
Tc02v2_t027450.1	Theca-v1.1-7336	100	456	0	0	70	525	1	456	0	843
Tc09v2_t005050.1	OLXF-5554	87.722	733	73	7	1	732	1	717	0	841
Tc01v2_t017390.3	WYIG-6000	92.027	602	42	4	256	857	1	596	0	841
Tc01v2_t017390.6	WYIG-6000	92.027	602	42	4	202	803	1	596	0	841
Tc01v2_t017390.5	WYIG-6000	92.027	602	42	4	256	857	1	596	0	841
Tc01v2_t017390.8	WYIG-6000	92.027	602	42	4	223	824	1	596	0	841
Tc01v2_t017390.7	WYIG-6000	92.027	602	42	4	208	809	1	596	0	841
Tc01v2_t017390.2	WYIG-6000	92.027	602	42	4	256	857	1	596	0	841
Tc01v2_t017390.4	WYIG-6000	92.027	602	42	4	256	857	1	596	0	841
Tc06v2_t012510.1	OLXF-6882	87.398	738	84	4	28	756	1	738	0	839
Tc05v2_t007700.2	NUZN-5421	83.103	941	139	12	623	1559	218	1142	0	839
Tc05v2_t007700.1	NUZN-5421	83.103	941	139	12	623	1559	218	1142	0	839
Tc10v2_t005720.1	QICX-5427	85.258	814	118	2	448	1260	1	813	0	837
Tc10v2_t008650.1	SLYR-5816	78.18	1352	268	25	286	1622	22	1361	0	837
Tc10v2_t005720.2	QICX-5427	85.258	814	118	2	445	1257	1	813	0	837
Tc09v2_t023600.1	WYIG-6909	93.571	560	36	0	275	834	2	561	0	835
Tc09v2_t023600.2	WYIG-6909	93.571	560	36	0	275	834	2	561	0	835
Tc08v2_t005670.2	HLJG-5551	85.122	820	118	4	370	1187	1	818	0	835
Tc10v2_t005720.1	OLXF_grafted_with_SUVN-5427	85.554	803	111	3	455	1256	8	806	0	835
Tc10v2_t005720.2	OLXF_grafted_with_SUVN-5427	85.554	803	111	3	452	1253	8	806	0	835
Tc03v2_t024790.2	OLXF_grafted_with_HAEU-6034	91.542	603	51	0	232	834	1	603	0	832
Tc03v2_t024790.1	OLXF_grafted_with_HAEU-6034	91.542	603	51	0	232	834	1	603	0	832
Tc07v2_t003910.1	ZSAB-7324	88.312	693	81	0	340	1032	1	693	0	832
Tc07v2_t002430.1	QTJY-5770	81.409	1022	186	4	618	1637	186	1205	0	832
Tc09v2_t030220.1	WVEF-5116	81.827	1007	168	12	383	1380	59	1059	0	832
Tc01v2_t003360.1	Vitvi-Genoscope.12X-6496	88.596	684	76	2	1	683	1	683	0	830
Tc03v2_t015980.2	WYIG_grafted_with_CZPV-5842	82.935	920	155	2	125	1043	2	920	0	828
Tc09v2_t020390.2	OLXF-5821	90.236	635	60	2	91	724	1	634	0	828
Tc09v2_t020390.1	OLXF-5821	90.236	635	60	2	91	724	1	634	0	828
Tc06v2_t009730.1	WYIG_grafted_with_THHD-6660	87.552	715	89	0	267	981	48	762	0	828
Tc03v2_t010210.1	GIPR-6383	84.662	828	127	0	730	1557	1	828	0	826
Tc09v2_t021590.2	SVVG-5913	84.379	845	128	4	406	1248	1	843	0	826
Tc09v2_t005050.1	ZSAB_grafted_with_THHD-5554	89.275	662	68	1	70	731	1	659	0	826
Tc09v2_t021590.4	SVVG-5913	84.379	845	128	4	406	1248	1	843	0	826
Tc09v2_t021590.1	SVVG-5913	84.379	845	128	4	406	1248	1	843	0	826
Tc09v2_t015350.1	OLXF-6404	88.824	680	64	5	1	680	1	668	0	826
Tc09v2_t021590.3	SVVG-5913	84.379	845	128	4	406	1248	1	843	0	826
Tc06v2_t003370.3	PAZJ-6216	86.144	765	106	0	316	1080	1	765	0	826
Tc06v2_t001530.3	ZSAB-6797	89.157	664	70	2	229	891	1	663	0	826
Tc04v2_t006900.1	XHKT-5921	77.493	1404	296	19	343	1736	193	1586	0	824
Tc04v2_t006900.2	XHKT-5921	77.493	1404	296	19	343	1736	193	1586	0	824
Tc04v2_t006900.3	XHKT-5921	77.493	1404	296	19	343	1736	193	1586	0	824
Tc02v2_t001980.1	OLXF-6713	82.341	957	137	12	34	986	1	929	0	824
Tc01v2_t024040.1	VZCI-4992	76.017	1622	372	15	391	1999	1	1618	0	824
Tc07v2_t002100.1	OLXF-6954	89.612	645	67	0	190	834	1	645	0	821
Tc07v2_t000910.1	ZSAB_grafted_with_HYZL-5464	87.465	710	89	0	178	887	1	710	0	819
Tc02v2_t013560.1	Arath-6913	82.006	967	170	4	268	1232	4	968	0	819
Tc02v2_t013560.2	Arath-6913	82.006	967	170	4	268	1232	4	968	0	819
Tc10v2_t010210.2	FGRF-5528	78.187	1302	271	10	113	1407	1	1296	0	819
Tc10v2_t010210.1	FGRF-5528	78.187	1302	271	10	113	1407	1	1296	0	819
Tc03v2_t012070.1	ZSAB-6064	89.506	648	65	1	184	828	1	648	0	817
Tc04v2_t010080.3	WYIG-4806	90.701	613	57	0	42	654	3	615	0	817
Tc04v2_t010080.1	WYIG-4806	90.701	613	57	0	171	783	3	615	0	817
Tc04v2_t010080.2	WYIG-4806	90.701	613	57	0	150	762	3	615	0	817
Tc06v2_t009730.2	ZSAB_grafted_with_THHD-6660	85.714	777	108	1	130	903	1	777	0	817
Tc08v2_t004900.1	SVVG-5841	84.681	816	125	0	31	846	1	816	0	815
Tc04v2_t025770.1	OLXF-5200	91.497	588	50	0	316	903	10	597	0	809
Tc04v2_t012370.1	WYIG-6864	93.26	549	37	0	73	621	1	549	0	809
Tc05v2_t003100.3	OLXF-5849	93.704	540	34	0	100	639	1	540	0	809
Tc04v2_t017050.1	HAEU-6460	82.74	927	141	15	406	1324	1	916	0	808
Tc04v2_t017050.2	HAEU-6460	82.74	927	141	15	406	1324	1	916	0	808
Tc09v2_t030010.2	FYTP-5664	81.96	959	167	6	202	1157	1	956	0	808
Tc08v2_t013960.1	ZSAB-6865	93.103	551	38	0	463	1013	1	551	0	808
Tc08v2_t013960.2	ZSAB-6865	93.103	551	38	0	502	1052	1	551	0	808
Tc03v2_t015980.1	WYIG_grafted_with_CZPV-5842	82.505	926	154	5	125	1049	2	920	0	806
Tc09v2_t001850.2	ZSAB-5950	88.671	662	73	2	208	867	8	669	0	806
Tc01v2_t017390.1	ZSAB-6000	90.969	609	40	1	256	849	1	609	0	806
Tc04v2_t018260.2	WYIG_grafted_with_VUSY-4796	82.334	951	144	7	136	1086	1	927	0	804
Tc04v2_t018260.1	WYIG_grafted_with_VUSY-4796	82.334	951	144	7	154	1104	1	927	0	804
Tc10v2_t010210.5	NTEO-5528	81.244	997	183	4	1	995	211	1205	0	802
Tc03v2_t010210.2	OLXF_grafted_with_NUZN-6383	88	675	81	0	724	1398	139	813	0	798
Tc04v2_t004910.2	OXYP-4954	81.32	985	182	2	577	1560	1	984	0	798
Tc09v2_t017120.1	RZTJ-6859	84.799	796	119	2	280	1074	1	795	0	798
Tc01v2_t017390.3	OLXF_grafted_with_INQX-6000	90.312	609	59	0	256	864	1	609	0	798
Tc01v2_t017390.6	OLXF_grafted_with_INQX-6000	90.312	609	59	0	202	810	1	609	0	798
Tc01v2_t023230.2	OLXF-5933	90.196	612	60	0	217	828	7	618	0	798
Tc01v2_t017390.5	OLXF_grafted_with_INQX-6000	90.312	609	59	0	256	864	1	609	0	798
Tc01v2_t017390.8	OLXF_grafted_with_INQX-6000	90.312	609	59	0	223	831	1	609	0	798
Tc01v2_t017390.7	OLXF_grafted_with_INQX-6000	90.312	609	59	0	208	816	1	609	0	798
Tc01v2_t017390.4	OLXF_grafted_with_INQX-6000	90.312	609	59	0	256	864	1	609	0	798
Tc04v2_t025830.1	ZSAB_grafted_with_TIUZ-6221	87.411	699	80	5	121	818	1	692	0	797
Tc09v2_t023470.2	QAUE-6462	84.826	804	109	9	91	889	1	796	0	797
Tc08v2_t008610.2	Ambtr-6389	82.196	938	155	12	94	1025	1	932	0	797
Tc08v2_t008610.1	Ambtr-6389	82.196	938	155	12	94	1025	1	932	0	797
Tc07v2_t006820.1	WYIG_grafted_with_HAEU-6128	84.875	800	108	10	166	954	1	798	0	795
Tc05v2_t003100.2	OLXF-5849	93.186	543	34	1	100	642	1	540	0	795
Tc01v2_t017690.1	VYGG-6373	83.986	843	117	1	355	1197	1	825	0	793
Tc01v2_t023200.1	NHUA-6961	83.295	868	137	4	241	1107	7	867	0	793
Tc01v2_t017390.2	OLXF_grafted_with_INQX-6000	90.264	606	59	0	256	861	1	606	0	793
Tc01v2_t031970.1	WZFE-5502	80.34	1058	199	8	322	1373	1	1055	0	793
Tc07v2_t008710.2	WWKL-5489	85.621	765	97	6	591	1344	216	978	0	791
Tc03v2_t015980.2	ZSAB_grafted_with_CZPV-5842	82.174	920	162	2	125	1043	2	920	0	789
Tc04v2_t010080.3	OLXF-4806	89.661	619	64	0	36	654	3	621	0	789
Tc04v2_t010080.1	OLXF-4806	89.661	619	64	0	165	783	3	621	0	789
Tc04v2_t010080.2	OLXF-4806	89.661	619	64	0	144	762	3	621	0	789
Tc06v2_t003370.6	MRKX-6216	82.647	899	148	7	209	1103	26	920	0	789
Tc06v2_t004750.1	WYIG_grafted_with_THHD-6405	88.7	646	73	0	82	727	1	646	0	789
Tc06v2_t004750.2	WYIG_grafted_with_THHD-6405	88.7	646	73	0	82	727	1	646	0	789
Tc05v2_t014220.1	WYIG_grafted_with_THHD-6175	86.528	720	94	3	898	1617	721	1437	0	789
Tc07v2_t002100.2	OLXF-6954	88.837	645	67	2	21	660	1	645	0	787
Tc07v2_t002100.3	OLXF-6954	88.837	645	67	2	21	660	1	645	0	787
Tc10v2_t010210.6	NTEO-5528	81.451	965	175	4	51	1013	243	1205	0	787
Tc10v2_t010210.7	NTEO-5528	81.451	965	175	4	174	1136	243	1205	0	787
Tc07v2_t006000.1	WWKL-6968	85.45	756	108	2	272	1026	2	756	0	785
Tc09v2_t020900.1	Arath-5018	78.489	1218	248	14	178	1388	43	1253	0	785
Tc09v2_t030010.1	FYTP-5664	81.648	959	164	9	202	1151	1	956	0	785
Tc05v2_t004850.1	WYIG_grafted_with_BCAA-6667	89.082	632	69	0	679	1310	1	632	0	785
Tc04v2_t015240.4	HQRJ-6387	84.094	811	129	0	239	1049	2	812	0	784
Tc04v2_t015240.3	HQRJ-6387	84.094	811	129	0	239	1049	2	812	0	784
Tc04v2_t015240.2	HQRJ-6387	84.094	811	129	0	239	1049	2	812	0	784
Tc04v2_t015240.1	HQRJ-6387	84.094	811	129	0	164	974	2	812	0	784
Tc09v2_t001850.1	ZSAB-5950	88.024	668	72	5	208	873	8	669	0	784
Tc09v2_t001850.2	NHUA-5950	87.856	667	79	2	202	867	4	669	0	782
Tc09v2_t017120.1	JSZD-6859	86.088	726	101	0	349	1074	1	726	0	782
Tc08v2_t005670.1	HLJG-5551	84.923	776	113	4	312	1085	45	818	0	782
Tc05v2_t017240.1	WYIG-6227	90.525	591	56	0	238	828	1	591	0	782
Tc07v2_t000910.2	ZSAB_grafted_with_HYZL-5464	87.915	662	80	0	76	737	49	710	0	780
Tc02v2_t012400.1	XHKT-6176	81.582	961	159	12	137	1094	20	965	0	778
Tc08v2_t003130.1	UMUL-4848	77.89	1289	260	21	256	1530	1	1278	0	778
Tc01v2_t022000.4	WYIG-6376	91.519	566	46	2	60	624	114	678	0	778
Tc06v2_t003370.4	OLXF_grafted_with_ATFX-6216	87.834	674	69	9	186	849	3	673	0	778
Tc02v2_t023370.1	WYIG-7135	90.134	598	57	2	276	872	24	620	0	776
Tc10v2_t008910.1	WYIG_grafted_with_CZPV-4757	84.981	779	99	5	28	806	1	761	0	776
Tc03v2_t026690.1	DRIL-6098	81.692	934	167	4	532	1463	1	932	0	774
Tc04v2_t023010.1	OMYK-6717	77.567	1315	273	18	562	1859	7	1316	0	774
Tc02v2_t003570.1	WYIG-6848	92.294	545	42	0	18	562	3	547	0	774
Tc06v2_t004750.1	ZSAB-6405	85.963	748	72	13	244	982	1	724	0	774
Tc06v2_t004750.2	ZSAB-6405	85.963	748	72	13	244	982	1	724	0	774
Tc02v2_t001450.1	NUZN-4527	83.295	862	121	3	586	1446	1	840	0	773
Tc02v2_t001450.2	NUZN-4527	83.295	862	121	3	586	1446	1	840	0	773
Tc06v2_t005360.1	WYIG_grafted_with_HQRJ-5791	90.566	583	55	0	409	991	1	583	0	773
Tc06v2_t005360.3	WYIG_grafted_with_HQRJ-5791	90.566	583	55	0	391	973	1	583	0	773
Tc07v2_t010820.1	VYGG-6051	81.769	927	163	6	550	1473	4	927	0	771
Tc09v2_t023600.1	OLXF_grafted_with_CIAC-6909	91.444	561	48	0	274	834	1	561	0	771
Tc09v2_t020900.1	KYNE-5018	78.3	1212	252	10	175	1382	31	1235	0	771
Tc09v2_t012330.1	OLXF-7013	91.489	564	43	5	261	823	15	574	0	771
Tc09v2_t023600.2	OLXF_grafted_with_CIAC-6909	91.444	561	48	0	274	834	1	561	0	771
Tc01v2_t017690.1	QTJY-6373	83.235	847	134	8	355	1197	1	843	0	771
Tc01v2_t002270.1	TIUZ-4471	87.259	675	86	0	547	1221	154	828	0	771
Tc02v2_t001450.1	JEPE-4527	78.011	1237	262	8	290	1521	20	1251	0	769
Tc02v2_t001450.2	JEPE-4527	78.011	1237	262	8	290	1521	20	1251	0	769
Tc09v2_t017120.1	HAEU-6859	86.111	720	92	7	109	824	13	728	0	769
Tc03v2_t015980.1	ZSAB_grafted_with_CZPV-5842	81.749	926	161	4	125	1049	2	920	0	767
Tc01v2_t002270.1	TJLC-4471	87.259	675	83	1	547	1221	1	672	0	767
Tc04v2_t005270.1	OLXF_grafted_with_WWKL-4793	87.69	658	79	2	1123	1779	121	777	0	765
Tc06v2_t003370.3	MRKX-6216	82.554	877	145	7	209	1081	26	898	0	765
Tc10v2_t010210.3	FGRF-5528	77.5	1320	266	15	113	1425	1	1296	0	763
Tc10v2_t010210.4	FGRF-5528	77.5	1320	266	15	113	1425	1	1296	0	763
Tc01v2_t034970.2	QUTB-5721	85.402	733	107	0	361	1093	1	733	0	761
Tc04v2_t000990.4	OLXF-5271	89.731	594	61	0	232	825	1	594	0	760
Tc04v2_t000990.1	OLXF-5271	89.731	594	61	0	232	825	1	594	0	760
Tc04v2_t000990.3	OLXF-5271	89.731	594	61	0	232	825	1	594	0	760
Tc04v2_t000990.5	OLXF-5271	89.731	594	61	0	232	825	1	594	0	760
Tc04v2_t000990.2	OLXF-5271	89.731	594	61	0	232	825	1	594	0	760
Tc02v2_t011560.1	BZDF-5326	77.91	1263	250	24	322	1568	10	1259	0	760
Tc09v2_t030010.2	VUSY-5664	81.478	934	165	7	210	1139	9	938	0	760
Tc09v2_t001850.1	NHUA-5950	87.221	673	78	4	202	873	4	669	0	760
Tc03v2_t009380.1	WYIG_grafted_with_VUSY-5716	83.767	807	123	7	1059	1861	789	1591	0	758
Tc09v2_t029120.3	Orysa-5280	77.628	1265	271	12	13	1271	7	1265	0	758
Tc09v2_t029120.2	Orysa-5280	77.628	1265	271	12	13	1271	7	1265	0	758
Tc09v2_t029120.1	Orysa-5280	77.628	1265	271	12	13	1271	7	1265	0	758
Tc09v2_t029120.4	Orysa-5280	77.628	1265	271	12	13	1271	7	1265	0	758
Tc06v2_t009730.1	ZSAB_grafted_with_THHD-6660	85.557	727	102	1	267	990	51	777	0	758
Tc09v2_t007930.3	THHD-6958	87.519	657	79	3	118	772	12	667	0	756
Tc08v2_t010990.2	ZSAB_grafted_with_YUOM-5981	86.056	710	91	5	190	897	1	704	0	756
Tc08v2_t010990.2	WYIG_grafted_with_YUOM-5981	86.056	710	91	5	190	897	1	704	0	756
Tc03v2_t010560.1	ZSAB_grafted_with_UZWG-5644	87.292	661	82	2	565	1224	1	660	0	754
Tc02v2_t028720.1	LWDA-6979	83.476	817	128	6	91	903	3	816	0	754
Tc01v2_t017390.1	WYIG-6000	89.867	602	40	9	256	842	1	596	0	754
Tc01v2_t034970.1	QUTB-5721	85.19	736	106	2	361	1096	1	733	0	752
Tc05v2_t007740.1	ZSAB_grafted_with_AUIP-7111	88.78	615	67	2	307	920	1	614	0	752
Tc05v2_t007740.3	ZSAB_grafted_with_AUIP-7111	88.78	615	67	2	313	926	1	614	0	752
Tc05v2_t007740.2	ZSAB_grafted_with_AUIP-7111	88.78	615	67	2	313	926	1	614	0	752
Tc09v2_t019990.1	ZSAB-5980	89.055	603	62	4	573	1175	1	599	0	750
Tc09v2_t019990.2	ZSAB-5980	89.055	603	62	4	573	1175	1	599	0	750
Tc05v2_t014530.1	ZSAB_grafted_with_QUTB-6448	87.832	641	76	2	339	978	3	642	0	750
Tc03v2_t010210.2	NUZN-6383	86.578	678	91	0	724	1401	139	816	0	749
Tc04v2_t015240.4	EDXZ-6387	83.883	788	123	4	262	1047	25	810	0	749
Tc04v2_t015240.3	EDXZ-6387	83.883	788	123	4	262	1047	25	810	0	749
Tc04v2_t015240.2	EDXZ-6387	83.883	788	123	4	262	1047	25	810	0	749
Tc04v2_t010850.1	OLXF-5513	84.544	757	115	2	222	977	3	758	0	749
Tc04v2_t015240.1	EDXZ-6387	83.883	788	123	4	187	972	25	810	0	749
Tc09v2_t020490.2	OLXF_grafted_with_THHD-6072	87.141	661	83	2	241	900	1	660	0	749
Tc09v2_t028610.2	ZSAB-6570	88.095	630	75	0	55	684	1	630	0	749
Tc09v2_t028610.1	ZSAB-6570	88.095	630	75	0	193	822	1	630	0	749
Tc09v2_t020200.3	NUZN-6483	84.832	745	111	2	229	972	10	753	0	749
Tc09v2_t023470.1	QAUE-6462	83.701	816	108	11	91	901	1	796	0	747
Tc04v2_t010030.3	ZSAB-6384	89.474	589	62	0	208	796	1	589	0	745
Tc04v2_t010030.2	ZSAB-6384	89.474	589	62	0	208	796	1	589	0	745
Tc04v2_t024140.1	OLXF_grafted_with_YKQR-5343	85.576	721	93	6	25	741	1	714	0	745
Tc04v2_t010030.4	ZSAB-6384	89.474	589	62	0	208	796	1	589	0	745
Tc09v2_t030010.2	NGRR-5664	80.967	951	171	10	211	1157	9	953	0	745
Tc08v2_t014580.1	YZVJ-5273	80.967	972	158	17	856	1824	16	963	0	745
Tc08v2_t014580.2	YZVJ-5273	80.967	972	158	17	856	1824	16	963	0	745
Tc07v2_t003180.1	WYIG-5304	88.689	610	67	2	1	609	1	609	0	743
Tc07v2_t003180.2	WYIG-5304	88.689	610	67	2	1	609	1	609	0	743
Tc09v2_t012330.1	ZSAB-7013	89.456	588	62	0	241	828	1	588	0	743
Tc08v2_t010440.1	OLXF-5354	93.574	498	32	0	346	843	1	498	0	743
Tc06v2_t005330.1	ZSAB_grafted_with_Poptr-v3.0-5772	88.562	612	70	0	193	804	1	612	0	743
Tc07v2_t006820.1	ZSAB_grafted_with_RZTJ-6128	86.963	675	69	18	288	954	60	723	0	741
Tc04v2_t023010.1	UMUL-6717	78.254	1191	234	19	708	1890	123	1296	0	741
Tc04v2_t003380.1	PTLU-6552	86.067	689	96	0	131	819	5	693	0	741
Tc02v2_t030090.1	OLXF-4890	89.207	593	64	0	1	593	1	593	0	741
Tc10v2_t006750.1	WYIG_grafted_with_XBKS-5168	84.183	765	119	2	83	846	2	765	0	741
Tc10v2_t006750.2	WYIG_grafted_with_XBKS-5168	84.183	765	119	2	83	846	2	765	0	741
Tc03v2_t026750.1	YKQR-5123	84.252	762	117	2	226	984	1	762	0	739
Tc09v2_t029120.3	EDXZ-5280	83.417	796	132	0	142	937	1	796	0	739
Tc09v2_t029120.2	EDXZ-5280	83.417	796	132	0	142	937	1	796	0	739
Tc09v2_t029120.1	EDXZ-5280	83.417	796	132	0	142	937	1	796	0	739
Tc09v2_t029120.4	EDXZ-5280	83.417	796	132	0	142	937	1	796	0	739
Tc06v2_t003180.1	QUTB-5899	85.124	726	105	2	574	1299	352	1074	0	739
Tc06v2_t003180.2	QUTB-5899	85.124	726	105	2	574	1299	352	1074	0	739
Tc06v2_t003370.1	OLXF_grafted_with_ATFX-6216	86.541	691	70	14	186	873	3	673	0	739
Tc04v2_t018900.1	OLXF_grafted_with_PTLU-5318	88.945	597	66	0	226	822	4	600	0	737
Tc09v2_t030010.1	VUSY-5664	81.156	934	162	9	210	1133	9	938	0	737
Tc08v2_t001510.1	WYIG-5469	89.673	581	56	4	106	684	1	579	0	737
Tc01v2_t034970.2	UZWG-5721	85.062	723	108	0	361	1083	1	723	0	737
Tc06v2_t012500.1	WYIG-6883	93.535	495	32	0	355	849	1	495	0	737
Tc05v2_t016050.1	WYIG_grafted_with_QUTB-6779	86.017	708	72	11	253	933	1	708	0	737
Tc03v2_t007040.2	ZSAB-6631	88.762	614	52	5	139	751	4	601	0	736
Tc03v2_t025680.2	WWKL-5944	87.461	638	80	0	175	812	1	638	0	736
Tc04v2_t025770.1	WYIG-5200	88.926	596	66	0	307	902	1	596	0	736
Tc02v2_t019040.2	ZSAB_grafted_with_HAEU-5426	90.374	561	53	1	1228	1787	1068	1628	0	736
Tc02v2_t019040.1	ZSAB_grafted_with_HAEU-5426	90.374	561	53	1	1606	2165	1068	1628	0	736
Tc01v2_t002790.1	VVPY-5639	83.632	782	128	0	286	1067	1	782	0	736
Tc05v2_t007740.1	WYIG_grafted_with_AUIP-7111	88.274	614	72	0	307	920	1	614	0	736
Tc05v2_t007740.3	WYIG_grafted_with_AUIP-7111	88.274	614	72	0	313	926	1	614	0	736
Tc05v2_t001760.1	SLYR-6685	89.189	592	61	3	233	823	9	598	0	736
Tc05v2_t007740.2	WYIG_grafted_with_AUIP-7111	88.274	614	72	0	313	926	1	614	0	736
Tc06v2_t010430.1	BZDF-6544	76.877	1332	287	20	564	1886	21	1340	0	734
Tc02v2_t022020.1	XVJB-6026	84.058	759	121	0	238	996	49	807	0	732
Tc02v2_t003710.1	OWAS-5840	82.888	824	132	7	358	1178	1	818	0	732
Tc01v2_t026060.1	OLXF-4951	89.501	581	57	4	205	783	1	579	0	732
Tc08v2_t009430.1	GRFT-6363	77.668	1218	257	10	481	1692	1	1209	0	728
Tc01v2_t030770.1	WYIG-4802	93.145	496	34	0	205	700	1	496	0	728
Tc01v2_t034970.1	UZWG-5721	84.848	726	107	2	361	1086	1	723	0	728
Tc01v2_t002270.1	QUTB-4471	87.167	639	82	0	583	1221	4	642	0	726
Tc03v2_t011530.1	WYIG_grafted_with_NUZN-5910	85.393	712	87	7	271	981	1	696	0	723
Tc04v2_t023010.1	VXKB-6717	76.723	1349	283	21	562	1890	7	1344	0	723
Tc02v2_t003710.1	Arath-5840	82.609	828	134	10	358	1180	1	823	0	723
Tc09v2_t030010.1	NGRR-5664	80.652	951	168	13	211	1151	9	953	0	723
Tc03v2_t026370.1	NUZN-5974	85.449	701	93	6	199	893	1	698	0	721
Tc04v2_t025770.1	ZSAB-5200	90.217	552	54	0	352	903	1	552	0	721
Tc09v2_t019990.1	OLXF-5980	86.308	650	77	8	532	1181	1	638	0	721
Tc09v2_t019990.2	OLXF-5980	86.308	650	77	8	532	1181	1	638	0	721
Tc07v2_t008860.1	QTJY-6652	80.227	971	180	12	770	1731	74	1041	0	719
Tc02v2_t024650.1	OLXF-6130	91.699	518	43	0	262	779	1	518	0	719
Tc09v2_t007800.2	NXOH-6050	83.681	766	121	4	484	1247	1	764	0	719
Tc09v2_t030220.1	IEPQ-5116	79.032	1054	217	2	327	1378	3	1054	0	719
Tc09v2_t007800.1	NXOH-6050	83.681	766	121	4	310	1073	1	764	0	719
Tc05v2_t001160.1	WYIG_grafted_with_JSZD-6620	86.991	638	83	0	247	884	7	644	0	719
Tc01v2_t029530.1	OLXF_grafted_with_THHD-5477	87.561	619	77	0	69	687	3	621	0	717
Tc01v2_t017390.1	OLXF_grafted_with_INQX-6000	88.342	609	56	1	256	849	1	609	0	717
Tc01v2_t029530.2	OLXF_grafted_with_THHD-5477	87.561	619	77	0	69	687	3	621	0	717
Tc09v2_t003450.1	ZSAB-6303	88.832	582	65	0	322	903	1	582	0	715
Tc09v2_t028610.2	OLXF-6570	87.143	630	81	0	55	684	1	630	0	715
Tc09v2_t019990.1	BCAA-5980	86.254	662	87	3	532	1191	1	660	0	715
Tc09v2_t028610.1	OLXF-6570	87.143	630	81	0	193	822	1	630	0	715
Tc09v2_t019990.2	BCAA-5980	86.254	662	87	3	532	1191	1	660	0	715
Tc01v2_t024040.1	Ambtr-4992	74.7	1664	394	21	319	1964	58	1712	0	715
Tc10v2_t005720.1	KCPT-5427	82.555	814	140	2	448	1260	1	813	0	715
Tc10v2_t005720.2	KCPT-5427	82.555	814	140	2	445	1257	1	813	0	715
Tc05v2_t011290.1	QUTB-5038	85.122	699	102	2	593	1290	2	699	0	713
Tc05v2_t011290.2	QUTB-5038	85.122	699	102	2	596	1293	2	699	0	713
Tc05v2_t005820.2	OLXF-7363	90.943	530	48	0	160	689	1	530	0	713
Tc02v2_t022020.1	WWKL-6026	88.384	594	66	1	403	996	1	591	0	712
Tc09v2_t020200.1	NUZN-6483	85.079	697	104	0	229	925	10	706	0	712
Tc06v2_t012010.1	WYIG-5177	89.873	553	56	0	322	874	1	553	0	712
Tc02v2_t016310.1	OLXF-6636	87.379	618	78	0	253	870	7	624	0	710
Tc02v2_t023370.1	ZSAB-7135	87.685	609	75	0	274	882	22	630	0	710
Tc09v2_t020200.2	NUZN-6483	85.057	696	104	0	229	924	10	705	0	710
Tc08v2_t016820.5	ZSAB-6274	88.435	588	68	0	205	792	1	588	0	710
Tc08v2_t016820.2	ZSAB-6274	88.435	588	68	0	397	984	1	588	0	710
Tc08v2_t016820.6	ZSAB-6274	88.435	588	68	0	205	792	1	588	0	710
Tc08v2_t016820.3	ZSAB-6274	88.435	588	68	0	385	972	1	588	0	710
Tc08v2_t016820.4	ZSAB-6274	88.435	588	68	0	397	984	1	588	0	710
Tc01v2_t026060.1	WYIG-4951	91.188	522	46	0	205	726	1	522	0	710
Tc06v2_t003370.6	SLYR-6216	82.36	822	139	2	322	1137	1	822	0	710
Tc06v2_t009730.2	THHD-6660	83.204	774	130	0	130	903	1	774	0	710
Tc05v2_t024610.1	QUTB-5299	83.936	747	114	2	217	963	1	741	0	710
Tc05v2_t010720.1	WYIG-6538	88.275	597	65	5	204	798	3	596	0	710
Tc08v2_t014310.1	VYGG-6029	87.179	624	78	2	400	1022	1	623	0	708
Tc05v2_t020620.1	EYRD-5614	75.857	1487	305	27	76	1551	28	1471	0	708
Tc05v2_t020620.2	EYRD-5614	75.857	1487	305	27	76	1551	28	1471	0	708
Tc07v2_t010420.1	ZSAB_grafted_with_QUTB-5206	89.945	547	55	0	190	736	1	547	0	706
Tc05v2_t014530.1	QUTB-6448	86.583	641	84	2	339	978	3	642	0	706
TcUnv2_t001740.1	ZSAB_grafted_with_QUTB-6679	86.541	639	86	0	148	786	1	639	0	704
Tc04v2_t002450.3	NGRR-5434	85.234	684	101	0	19	702	1	684	0	704
Tc09v2_t007220.1	WYIG_grafted_with_WWKL-5859	84.815	731	78	13	172	899	1	701	0	704
Tc08v2_t016820.5	WYIG-6274	88.156	591	70	0	202	792	1	591	0	704
Tc08v2_t016820.2	WYIG-6274	88.156	591	70	0	394	984	1	591	0	704
Tc08v2_t016820.6	WYIG-6274	88.156	591	70	0	202	792	1	591	0	704
Tc08v2_t016820.3	WYIG-6274	88.156	591	70	0	382	972	1	591	0	704
Tc08v2_t016820.4	WYIG-6274	88.156	591	70	0	394	984	1	591	0	704
Tc09v2_t015350.1	ZSAB_grafted_with_NUZN-6404	85.46	674	98	0	11	684	11	684	0	702
