queryHit,dbHit
Tc01v2_t034410.1,RQZP-4989
Tc01v2_t034410.1,ZSAB_grafted_with_XFFT-4989
Tc01v2_t034410.1,Arath-4989
Tc01v2_t034410.1,XFFT-4989
Tc01v2_t026060.1,OLXF-4951
Tc01v2_t026060.1,WYIG-4951
Tc01v2_t026060.1,ZSAB_grafted_with_TDTF-4951
Tc01v2_t030280.1,OLXF-5355
Tc01v2_t025170.2,THHD-6041
Tc01v2_t025170.2,MAQO-6041
Tc01v2_t025170.2,RJIM-6041
Tc01v2_t025170.2,WOHL-6041
Tc01v2_t002170.1,OLXF-5599
Tc01v2_t002170.1,WYIG_grafted_with_HAEU-5599
Tc01v2_t002170.1,HAEU-5599
Tc01v2_t002170.1,SLYR-5599
Tc01v2_t002170.1,TEZA-5599
Tc01v2_t012800.2,WYIG-5918
Tc01v2_t025080.1,OLXF-5138
Tc01v2_t025080.1,ZSAB_grafted_with_WMUK-5138
Tc01v2_t025080.1,WMUK-5138
Tc01v2_t025080.1,UMUL-5138
Tc01v2_t033100.1,OLXF-5536
Tc01v2_t033100.1,WYIG-5536
Tc01v2_t023770.1,ZSAB_grafted_with_FYTP-6432
Tc01v2_t023770.1,OQHZ-6432
Tc01v2_t023770.1,UMUL-6432
Tc01v2_t020490.3,WYIG-6459
Tc01v2_t017390.5,ZSAB-6000
Tc01v2_t017390.5,WYIG-6000
Tc01v2_t017390.5,OLXF_grafted_with_INQX-6000
Tc01v2_t017690.1,OLXF-6373
Tc01v2_t017690.1,VYGG-6373
Tc01v2_t017690.1,QTJY-6373
Tc01v2_t030770.6,WYIG-4802
Tc01v2_t030770.6,OLXF-4802
Tc01v2_t026580.1,Theca-v1.1-7241
Tc01v2_t011790.1,WYIG-6148
Tc01v2_t011790.1,OLXF-6148
Tc01v2_t026590.2,ZSAB_grafted_with_QUTB-5634
Tc01v2_t026590.2,WYIG-5634
Tc01v2_t026590.2,WYIG-5634
Tc01v2_t026590.2,QUTB-5634
Tc01v2_t026590.2,QUTB-5634
Tc01v2_t026590.2,HDWF-5634
Tc01v2_t022000.3,WYIG-6376
Tc01v2_t022000.3,XNLP-6376
Tc01v2_t022000.3,IXVJ-6376
Tc01v2_t022000.3,Ambtr-6376
Tc01v2_t023080.1,OLXF-6298
Tc01v2_t023080.1,YKQR-6298
Tc01v2_t023080.1,HOKG-6298
Tc01v2_t023080.1,WYIG-6298
Tc01v2_t023080.1,WYIG-6298
Tc01v2_t030770.1,WYIG-4802
Tc01v2_t030770.1,WYIG-4802
Tc01v2_t030770.1,OLXF-4802
Tc01v2_t020490.2,WYIG-6459
Tc01v2_t026590.1,ZSAB_grafted_with_QUTB-5634
Tc01v2_t026590.1,WYIG-5634
Tc01v2_t026590.1,WYIG-5634
Tc01v2_t026590.1,QUTB-5634
Tc01v2_t026590.1,QUTB-5634
Tc01v2_t026590.1,HDWF-5634
Tc01v2_t023200.1,WYIG-6961
Tc01v2_t023200.1,ZSAB-6961
Tc01v2_t023200.1,OLXF-6961
Tc01v2_t023200.1,NHUA-6961
Tc01v2_t023200.1,TOKV-6961
Tc01v2_t006170.1,OLXF_grafted_with_HAEU-6559
Tc01v2_t006170.1,ZSAB_grafted_with_HAEU-6559
Tc01v2_t016350.1,WYIG-7371
Tc01v2_t016350.1,OLXF-7371
Tc01v2_t030690.1,WYIG-6393
Tc01v2_t030690.1,ZSAB_grafted_with_VYGG-6393
Tc01v2_t030690.1,VYGG-6393
Tc01v2_t013630.1,ZSAB_grafted_with_CWZU-5422
Tc01v2_t013630.1,OLXF_grafted_with_PPPZ-5422
Tc01v2_t013630.1,SLYR-5422
Tc01v2_t004780.3,CWZU-6733
Tc01v2_t024040.1,OLXF_grafted_with_QUTB-4992
Tc01v2_t024040.1,QUTB-4992
Tc01v2_t024040.1,ZSAB_grafted_with_KKDQ-4992
Tc01v2_t024040.1,KKDQ-4992
Tc01v2_t024040.1,SLYR-4992
Tc01v2_t024040.1,VZCI-4992
Tc01v2_t024040.1,Ambtr-4992
Tc01v2_t011220.1,WYIG_grafted_with_YKFU-6439
Tc01v2_t011220.1,ZSAB_grafted_with_YKFU-6439
Tc01v2_t011220.1,YKFU-6439
Tc01v2_t017390.8,ZSAB-6000
Tc01v2_t017390.8,WYIG-6000
Tc01v2_t017390.8,OLXF_grafted_with_INQX-6000
Tc01v2_t020490.1,WYIG-6459
Tc01v2_t030770.2,WYIG-4802
Tc01v2_t030770.2,OLXF-4802
Tc01v2_t004780.1,CWZU-6733
Tc01v2_t022000.4,WYIG-6376
Tc01v2_t022000.4,IXVJ-6376
Tc01v2_t022000.4,Ambtr-6376
Tc01v2_t011690.1,ZSAB-5463
Tc01v2_t011690.1,WYIG-5463
Tc01v2_t011690.1,HYZL-5463
Tc01v2_t029530.1,OLXF_grafted_with_THHD-5477
Tc01v2_t029530.1,ZSAB_grafted_with_THHD-5477
Tc01v2_t029530.1,THHD-5477
Tc01v2_t020320.1,ZSAB_grafted_with_SVVG-6420
Tc01v2_t020320.1,SVVG-6420
Tc01v2_t008710.1,WYIG-6110
Tc01v2_t008710.1,OLXF-6110
Tc01v2_t008710.1,ZSAB-6110
Tc01v2_t017390.7,ZSAB-6000
Tc01v2_t017390.7,WYIG-6000
Tc01v2_t017390.7,OLXF_grafted_with_INQX-6000
Tc01v2_t002690.1,FYTP-4893
Tc01v2_t002690.1,EMBR-4893
Tc01v2_t034970.2,WYIG_grafted_with_QUTB-5721
Tc01v2_t034970.2,OLXF-5721
Tc01v2_t034970.2,QUTB-5721
Tc01v2_t034970.2,UZWG-5721
Tc01v2_t017390.2,ZSAB-6000
Tc01v2_t017390.2,WYIG-6000
Tc01v2_t017390.2,OLXF_grafted_with_INQX-6000
Tc01v2_t012800.1,WYIG-5918
Tc01v2_t002270.1,TIUZ-4471
Tc01v2_t002270.1,TJLC-4471
Tc01v2_t002270.1,QUTB-4471
Tc01v2_t002270.1,VUSY-4471
Tc01v2_t002270.1,TVSH-4471
Tc01v2_t002270.1,NGRR-4471
Tc01v2_t020750.1,OLXF-6500
Tc01v2_t020750.1,ZSAB_grafted_with_HYZL-6500
Tc01v2_t020750.1,NUZN-6500
Tc01v2_t020750.1,HYZL-6500
Tc01v2_t020820.2,Carpa-ASGPBv0.4-5958
Tc01v2_t020820.2,NTEO-5958
Tc01v2_t030770.3,WYIG-4802
Tc01v2_t030770.3,OLXF-4802
Tc01v2_t004780.2,CWZU-6733
Tc01v2_t023230.1,OLXF-5933
Tc01v2_t023230.1,OLXF-5933
Tc01v2_t023230.1,Vitvi-Genoscope.12X-5933
Tc01v2_t023330.1,WYIG_grafted_with_BCAA-5406
Tc01v2_t023330.1,ZSAB_grafted_with_BCAA-5406
Tc01v2_t023330.1,OLXF_grafted_with_BCAA-5406
Tc01v2_t023330.1,BCAA-5406
Tc01v2_t023330.1,ZRIN-5406
Tc01v2_t023330.1,Arath-5406
Tc01v2_t023330.1,NJLF-5406
Tc01v2_t034970.1,WYIG_grafted_with_QUTB-5721
Tc01v2_t034970.1,OLXF-5721
Tc01v2_t034970.1,QUTB-5721
Tc01v2_t034970.1,UZWG-5721
Tc01v2_t030690.2,WYIG-6393
Tc01v2_t030690.2,ZSAB_grafted_with_VYGG-6393
Tc01v2_t030690.2,VYGG-6393
Tc01v2_t017390.1,ZSAB-6000
Tc01v2_t017390.1,WYIG-6000
Tc01v2_t017390.1,OLXF_grafted_with_INQX-6000
Tc01v2_t028600.1,ZSAB-5919
Tc01v2_t028600.1,WYIG_grafted_with_SVVG-5919
Tc01v2_t028600.1,SVVG-5919
Tc01v2_t028600.1,COAQ-5919
Tc01v2_t017390.4,ZSAB-6000
Tc01v2_t017390.4,WYIG-6000
Tc01v2_t017390.4,OLXF_grafted_with_INQX-6000
Tc01v2_t030750.1,WYIG-4802
Tc01v2_t018910.1,ZSAB_grafted_with_HYZL-6036
Tc01v2_t018910.1,HYZL-6036
Tc01v2_t020750.2,OLXF-6500
Tc01v2_t020750.2,ZSAB_grafted_with_HYZL-6500
Tc01v2_t020750.2,NUZN-6500
Tc01v2_t020750.2,HYZL-6500
Tc01v2_t013630.2,ZSAB_grafted_with_CWZU-5422
Tc01v2_t013630.2,OLXF_grafted_with_PPPZ-5422
Tc01v2_t013630.2,SLYR-5422
Tc01v2_t030690.3,WYIG-6393
Tc01v2_t030690.3,ZSAB_grafted_with_VYGG-6393
Tc01v2_t030690.3,VYGG-6393
Tc01v2_t029530.2,OLXF_grafted_with_THHD-5477
Tc01v2_t029530.2,ZSAB_grafted_with_THHD-5477
Tc01v2_t029530.2,THHD-5477
Tc01v2_t031970.1,HAEU-5502
Tc01v2_t031970.1,WZFE-5502
Tc01v2_t010080.1,WYIG-5936
Tc01v2_t010080.1,OLXF-5936
Tc01v2_t022230.1,WYIG_grafted_with_SVVG-6854
Tc01v2_t022230.1,SVVG-6854
Tc01v2_t022000.2,WYIG-6376
Tc01v2_t022000.2,XNLP-6376
Tc01v2_t022000.2,IXVJ-6376
Tc01v2_t022000.2,Ambtr-6376
Tc01v2_t030770.4,WYIG-4802
Tc01v2_t030770.4,OLXF-4802
Tc01v2_t002790.1,WYIG_grafted_with_VVPY-5639
Tc01v2_t002790.1,ZSAB-5639
Tc01v2_t002790.1,VVPY-5639
Tc01v2_t003360.1,ZSAB-6496
Tc01v2_t003360.1,Vitvi-Genoscope.12X-6496
Tc01v2_t003360.1,PXYR-6496
Tc01v2_t003360.1,SMMC-6496
Tc06v2_t007130.1,WYIG-5990
Tc06v2_t007130.1,OLXF-5990
Tc06v2_t003290.1,ZSAB_grafted_with_SVVG-5858
Tc06v2_t003290.1,HQRJ-5858
Tc06v2_t003290.1,SVVG-5858
Tc06v2_t003290.1,AALA-5858
Tc06v2_t003290.1,GHLP-5858
Tc06v2_t004370.1,NUZN-7021
Tc06v2_t012010.1,WYIG-5177
Tc06v2_t011660.2,OLXF-6689
Tc06v2_t011660.2,ZSAB_grafted_with_HQRJ-6689
Tc06v2_t011660.2,WCOR-6689
Tc06v2_t003370.3,OLXF_grafted_with_ATFX-6216
Tc06v2_t003370.3,ATFX-6216
Tc06v2_t003370.3,WYIG_grafted_with_PAZJ-6216
Tc06v2_t003370.3,PAZJ-6216
Tc06v2_t003370.3,MRKX-6216
Tc06v2_t003370.3,SLYR-6216
Tc06v2_t009780.2,Theca-v1.1-6430
Tc06v2_t009780.2,WYIG_grafted_with_Theca-v1.1-6430
Tc06v2_t012510.1,OLXF-6882
Tc06v2_t010750.1,ZSAB-6557
Tc06v2_t005200.2,ZSAB-5531
Tc06v2_t005200.2,OLXF-5531
Tc06v2_t005200.2,WYIG_grafted_with_FYTP-5531
Tc06v2_t002480.1,TIUZ-5660
Tc06v2_t002480.1,XPBC-5660
Tc06v2_t003290.2,ZSAB_grafted_with_SVVG-5858
Tc06v2_t003290.2,HQRJ-5858
Tc06v2_t003290.2,SVVG-5858
Tc06v2_t003290.2,AALA-5858
Tc06v2_t003290.2,GHLP-5858
Tc06v2_t011660.3,OLXF-6689
Tc06v2_t011660.3,ZSAB_grafted_with_HQRJ-6689
Tc06v2_t011660.3,WCOR-6689
Tc06v2_t007130.3,WYIG-5990
Tc06v2_t007130.3,OLXF-5990
Tc06v2_t003370.4,OLXF_grafted_with_ATFX-6216
Tc06v2_t003370.4,ATFX-6216
Tc06v2_t003370.4,WYIG_grafted_with_PAZJ-6216
Tc06v2_t003370.4,PAZJ-6216
Tc06v2_t003370.4,MRKX-6216
Tc06v2_t003370.4,SLYR-6216
Tc06v2_t005360.1,WYIG_grafted_with_HQRJ-5791
Tc06v2_t005360.1,HQRJ-5791
Tc06v2_t005360.1,UMUL-5791
Tc06v2_t009780.3,Theca-v1.1-6430
Tc06v2_t009780.3,WYIG_grafted_with_Theca-v1.1-6430
Tc06v2_t010430.2,WYIG_grafted_with_THHD-6544
Tc06v2_t010430.2,WYIG_grafted_with_THHD-6544
Tc06v2_t010430.2,OLXF_grafted_with_THHD-6544
Tc06v2_t010430.2,OLXF_grafted_with_THHD-6544
Tc06v2_t010430.2,ZSAB_grafted_with_THHD-6544
Tc06v2_t010430.2,ZSAB_grafted_with_THHD-6544
Tc06v2_t010430.2,THHD-6544
Tc06v2_t010430.2,THHD-6544
Tc06v2_t010430.2,BZDF-6544
Tc06v2_t012500.1,WYIG-6883
Tc06v2_t012500.1,SVVG-6883
Tc06v2_t012500.1,ZSAB-6883
Tc06v2_t012500.1,UZWG-6883
Tc06v2_t012500.1,OLXF-6883
Tc06v2_t012500.1,UMUL-6883
Tc06v2_t012500.1,Arath-6883
Tc06v2_t012500.1,NXTS-6883
Tc06v2_t005200.3,ZSAB-5531
Tc06v2_t005200.3,OLXF-5531
Tc06v2_t005200.3,WYIG_grafted_with_FYTP-5531
Tc06v2_t003370.5,OLXF_grafted_with_ATFX-6216
Tc06v2_t003370.5,OLXF_grafted_with_ATFX-6216
Tc06v2_t003370.5,WYIG_grafted_with_PAZJ-6216
Tc06v2_t003370.5,ATFX-6216
Tc06v2_t005470.1,WYIG_grafted_with_THHD-6320
Tc06v2_t005470.1,THHD-6320
Tc06v2_t005470.1,OLXF-6320
Tc06v2_t005470.1,VGHH-6320
Tc06v2_t005470.1,ZSAB_grafted_with_AEPI-6320
Tc06v2_t003370.6,OLXF_grafted_with_ATFX-6216
Tc06v2_t003370.6,ATFX-6216
Tc06v2_t003370.6,WYIG_grafted_with_PAZJ-6216
Tc06v2_t003370.6,PAZJ-6216
Tc06v2_t003370.6,MRKX-6216
Tc06v2_t003370.6,SLYR-6216
Tc06v2_t009780.1,Theca-v1.1-6430
Tc06v2_t009780.1,WYIG_grafted_with_Theca-v1.1-6430
Tc06v2_t014570.1,OLXF_grafted_with_HLJG-5220
Tc06v2_t014570.1,SVVG-5220
Tc06v2_t014570.1,VTLJ-5220
Tc06v2_t014570.1,HLJG-5220
Tc06v2_t014570.2,OLXF_grafted_with_HLJG-5220
Tc06v2_t014570.2,SVVG-5220
Tc06v2_t014570.2,VTLJ-5220
Tc06v2_t014570.2,HLJG-5220
Tc06v2_t010430.1,WYIG_grafted_with_THHD-6544
Tc06v2_t010430.1,OLXF_grafted_with_THHD-6544
Tc06v2_t010430.1,ZSAB_grafted_with_THHD-6544
Tc06v2_t010430.1,THHD-6544
Tc06v2_t010430.1,KKDQ-6544
Tc06v2_t010430.1,BZDF-6544
Tc06v2_t010430.1,GJNX-6544
Tc06v2_t004750.1,THHD-6405
Tc06v2_t004750.1,WYIG_grafted_with_THHD-6405
Tc06v2_t004750.1,WYIG_grafted_with_THHD-6405
Tc06v2_t004750.1,ZSAB-6405
Tc06v2_t004750.1,HLJG-6405
Tc06v2_t004750.1,EDXZ-6405
Tc06v2_t004750.1,QSKP-6405
Tc06v2_t004750.1,MAQO-6405
Tc06v2_t009730.1,WYIG_grafted_with_THHD-6660
Tc06v2_t009730.1,ZSAB_grafted_with_THHD-6660
Tc06v2_t009730.1,THHD-6660
Tc06v2_t005330.1,ZSAB_grafted_with_Poptr-v3.0-5772
Tc06v2_t005330.1,Poptr-v3.0-5772
Tc06v2_t005330.1,Prupe-v1.0-5772
Tc06v2_t002480.2,TIUZ-5660
Tc06v2_t002480.2,XPBC-5660
Tc06v2_t003180.1,OLXF_grafted_with_QUTB-5899
Tc06v2_t003180.1,ZSAB_grafted_with_QUTB-5899
Tc06v2_t003180.1,WYIG_grafted_with_NHUA-5899
Tc06v2_t003180.1,QUTB-5899
Tc06v2_t007130.2,WYIG-5990
Tc06v2_t007130.2,OLXF-5990
Tc06v2_t001530.3,ZSAB-6797
Tc06v2_t001530.3,WYIG-6797
Tc06v2_t001530.3,HUSX-6797
Tc06v2_t002870.1,ZSAB_grafted_with_VYGG-5296
Tc06v2_t005200.1,ZSAB-5531
Tc06v2_t005200.1,OLXF-5531
Tc06v2_t005200.1,WYIG_grafted_with_FYTP-5531
Tc06v2_t012090.1,ZSAB_grafted_with_BEFC-6533
Tc06v2_t012090.1,WYIG_grafted_with_HBHB-6533
Tc06v2_t003290.3,ZSAB_grafted_with_SVVG-5858
Tc06v2_t003290.3,HQRJ-5858
Tc06v2_t003290.3,SVVG-5858
Tc06v2_t003290.3,AALA-5858
Tc06v2_t003290.3,GHLP-5858
Tc06v2_t003180.2,OLXF_grafted_with_QUTB-5899
Tc06v2_t003180.2,ZSAB_grafted_with_QUTB-5899
Tc06v2_t003180.2,WYIG_grafted_with_NHUA-5899
Tc06v2_t003180.2,QUTB-5899
Tc06v2_t004750.2,THHD-6405
Tc06v2_t004750.2,WYIG_grafted_with_THHD-6405
Tc06v2_t004750.2,WYIG_grafted_with_THHD-6405
Tc06v2_t004750.2,ZSAB-6405
Tc06v2_t004750.2,HLJG-6405
Tc06v2_t004750.2,EDXZ-6405
Tc06v2_t004750.2,QSKP-6405
Tc06v2_t004750.2,MAQO-6405
Tc06v2_t011660.1,OLXF-6689
Tc06v2_t011660.1,ZSAB_grafted_with_HQRJ-6689
Tc06v2_t011660.1,WCOR-6689
Tc06v2_t009730.2,WYIG_grafted_with_THHD-6660
Tc06v2_t009730.2,ZSAB_grafted_with_THHD-6660
Tc06v2_t009730.2,THHD-6660
Tc06v2_t003370.1,OLXF_grafted_with_ATFX-6216
Tc06v2_t003370.1,ATFX-6216
Tc06v2_t003370.1,WYIG_grafted_with_PAZJ-6216
Tc06v2_t003370.1,PAZJ-6216
Tc06v2_t003370.1,MRKX-6216
Tc06v2_t003370.1,SLYR-6216
Tc06v2_t005360.3,WYIG_grafted_with_HQRJ-5791
Tc06v2_t005360.3,HQRJ-5791
Tc06v2_t005360.3,UMUL-5791
Tc10v2_t010380.1,OLXF-6550
Tc10v2_t010380.1,VUSY-6550
Tc10v2_t010380.1,WYIG_grafted_with_YKQR-6550
Tc10v2_t010380.1,YKQR-6550
Tc10v2_t010210.3,WYIG_grafted_with_HENI-5528
Tc10v2_t010210.3,HENI-5528
Tc10v2_t010210.3,DFYF-5528
Tc10v2_t010210.3,ZSAB_grafted_with_HENI-5528
Tc10v2_t010210.3,NTEO-5528
Tc10v2_t010210.3,FGRF-5528
Tc10v2_t006750.1,WYIG_grafted_with_XBKS-5168
Tc10v2_t006750.1,TJLC-5168
Tc10v2_t003850.1,WYIG_grafted_with_THHD-5333
Tc10v2_t003850.1,ZSAB_grafted_with_THHD-5333
Tc10v2_t003850.1,ZSAB_grafted_with_THHD-5333
Tc10v2_t003850.1,THHD-5333
Tc10v2_t003850.1,THHD-5333
Tc10v2_t003850.1,VUSY-5333
Tc10v2_t006750.2,WYIG_grafted_with_XBKS-5168
Tc10v2_t006750.2,TJLC-5168
Tc10v2_t008910.1,WYIG_grafted_with_CZPV-4757
Tc10v2_t009950.1,WYIG-6649
Tc10v2_t005720.1,WYIG_grafted_with_NUZN-5427
Tc10v2_t005720.1,NUZN-5427
Tc10v2_t005720.1,QICX-5427
Tc10v2_t005720.1,OLXF_grafted_with_SUVN-5427
Tc10v2_t005720.1,KCPT-5427
Tc10v2_t005720.1,AAXJ-5427
Tc10v2_t005720.1,DVXD-5427
Tc10v2_t005720.1,AXBO-5427
Tc10v2_t005720.1,AXBO-5427
Tc10v2_t008650.1,WYIG_grafted_with_NUZN-5816
Tc10v2_t008650.1,NUZN-5816
Tc10v2_t008650.1,Vitvi-Genoscope.12X-5816
Tc10v2_t008650.1,ZSAB_grafted_with_SLYR-5816
Tc10v2_t008650.1,SLYR-5816
Tc10v2_t010210.6,WYIG_grafted_with_HENI-5528
Tc10v2_t010210.6,HENI-5528
Tc10v2_t010210.6,DFYF-5528
Tc10v2_t010210.6,ZSAB_grafted_with_HENI-5528
Tc10v2_t010210.6,NTEO-5528
Tc10v2_t010210.6,FGRF-5528
Tc10v2_t001090.1,WYIG-6318
Tc10v2_t001090.1,ZSAB_grafted_with_THHD-6318
Tc10v2_t001090.1,THHD-6318
Tc10v2_t001090.1,CCID-6318
Tc10v2_t009950.3,WYIG-6649
Tc10v2_t006930.1,WYIG-7333
Tc10v2_t005720.2,WYIG_grafted_with_NUZN-5427
Tc10v2_t005720.2,NUZN-5427
Tc10v2_t005720.2,QICX-5427
Tc10v2_t005720.2,OLXF_grafted_with_SUVN-5427
Tc10v2_t005720.2,KCPT-5427
Tc10v2_t005720.2,AAXJ-5427
Tc10v2_t005720.2,DVXD-5427
Tc10v2_t005720.2,AXBO-5427
Tc10v2_t005720.2,AXBO-5427
Tc10v2_t010210.2,WYIG_grafted_with_HENI-5528
Tc10v2_t010210.2,HENI-5528
Tc10v2_t010210.2,DFYF-5528
Tc10v2_t010210.2,ZSAB_grafted_with_HENI-5528
Tc10v2_t010210.2,NTEO-5528
Tc10v2_t010210.2,FGRF-5528
Tc10v2_t006450.1,ZSAB-6068
Tc10v2_t010210.4,WYIG_grafted_with_HENI-5528
Tc10v2_t010210.4,HENI-5528
Tc10v2_t010210.4,DFYF-5528
Tc10v2_t010210.4,ZSAB_grafted_with_HENI-5528
Tc10v2_t010210.4,NTEO-5528
Tc10v2_t010210.4,FGRF-5528
Tc10v2_t005230.1,WYIG_grafted_with_CKKR-5926
Tc10v2_t005230.1,ZSAB_grafted_with_UVDC-5926
Tc10v2_t005230.1,CKKR-5926
Tc10v2_t005230.1,RQZP-5926
Tc10v2_t010210.1,WYIG_grafted_with_HENI-5528
Tc10v2_t010210.1,HENI-5528
Tc10v2_t010210.1,DFYF-5528
Tc10v2_t010210.1,ZSAB_grafted_with_HENI-5528
Tc10v2_t010210.1,NTEO-5528
Tc10v2_t010210.1,FGRF-5528
Tc10v2_t010210.5,WYIG_grafted_with_HENI-5528
Tc10v2_t010210.5,HENI-5528
Tc10v2_t010210.5,DFYF-5528
Tc10v2_t010210.5,ZSAB_grafted_with_HENI-5528
Tc10v2_t010210.5,NTEO-5528
Tc10v2_t010210.5,FGRF-5528
Tc10v2_t009950.2,WYIG-6649
Tc10v2_t010210.7,WYIG_grafted_with_HENI-5528
Tc10v2_t010210.7,HENI-5528
Tc10v2_t010210.7,DFYF-5528
Tc10v2_t010210.7,ZSAB_grafted_with_HENI-5528
Tc10v2_t010210.7,NTEO-5528
Tc10v2_t010210.7,FGRF-5528
Tc05v2_t016050.1,WYIG_grafted_with_QUTB-6779
Tc05v2_t016050.1,FCCA-6779
Tc05v2_t016050.1,MAQO-6779
Tc05v2_t007700.2,ZSAB_grafted_with_VYGG-5421
Tc05v2_t007700.2,OLXF_grafted_with_VYGG-5421
Tc05v2_t007700.2,WYIG-5421
Tc05v2_t007700.2,WYIG-5421
Tc05v2_t007700.2,VYGG-5421
Tc05v2_t007700.2,NUZN-5421
Tc05v2_t007700.2,QTJY-5421
Tc05v2_t007700.2,FYSJ-5421
Tc05v2_t005610.1,ZSAB-6282
Tc05v2_t005610.1,IHCQ-6282
Tc05v2_t005610.1,FGDU-6282
Tc05v2_t005610.1,NHAG-6282
Tc05v2_t005610.1,Arath-6282
Tc05v2_t024610.1,QUTB-5299
Tc05v2_t024610.1,WYIG_grafted_with_TIUZ-5299
Tc05v2_t024610.1,TIUZ-5299
Tc05v2_t024610.1,UMUL-5299
Tc05v2_t020430.3,QUTB-5865
Tc05v2_t020430.3,OLXF-5865
Tc05v2_t005760.1,ZSAB-5562
Tc05v2_t011290.1,Theca-v1.1-5038
Tc05v2_t011290.1,WYIG-5038
Tc05v2_t011290.1,ZSAB-5038
Tc05v2_t011290.1,QUTB-5038
Tc05v2_t008600.1,ZSAB-6914
Tc05v2_t008600.1,QTJY-6914
Tc05v2_t009200.1,WYIG-5866
Tc05v2_t003410.1,WYIG-5357
Tc05v2_t003410.1,OLXF-5357
Tc05v2_t017240.1,WYIG-6227
Tc05v2_t020430.1,QUTB-5865
Tc05v2_t020430.1,OLXF-5865
Tc05v2_t011800.1,OLXF-6265
Tc05v2_t011800.1,ZSAB_grafted_with_NUZN-6265
Tc05v2_t011800.1,WYIG_grafted_with_XRLM-6265
Tc05v2_t000730.1,WYIG-6924
Tc05v2_t000730.1,OLXF-6924
Tc05v2_t000730.1,SLYR-6924
Tc05v2_t000730.1,DRIL-6924
Tc05v2_t007740.1,ZSAB_grafted_with_AUIP-7111
Tc05v2_t007740.1,WYIG_grafted_with_AUIP-7111
Tc05v2_t007740.1,YKQR-7111
Tc05v2_t007740.1,QUTB-7111
Tc05v2_t015220.1,WYIG-6258
Tc05v2_t015220.1,ZSAB_grafted_with_VYGG-6258
Tc05v2_t015220.1,OLXF-6258
Tc05v2_t015220.1,VYGG-6258
Tc05v2_t015220.1,Arath-6258
Tc05v2_t023680.1,VYGG-5434
Tc05v2_t003910.1,OLXF_grafted_with_QUTB-5366
Tc05v2_t003910.1,WYIG_grafted_with_QUTB-5366
Tc05v2_t003910.1,ZSAB_grafted_with_QUTB-5366
Tc05v2_t003910.1,QUTB-5366
Tc05v2_t005820.1,OLXF-7363
Tc05v2_t005820.1,TORX-7363
Tc05v2_t007700.1,ZSAB_grafted_with_VYGG-5421
Tc05v2_t007700.1,OLXF_grafted_with_VYGG-5421
Tc05v2_t007700.1,WYIG-5421
Tc05v2_t007700.1,WYIG-5421
Tc05v2_t007700.1,VYGG-5421
Tc05v2_t007700.1,NUZN-5421
Tc05v2_t007700.1,QTJY-5421
Tc05v2_t007700.1,FYSJ-5421
Tc05v2_t026690.1,WYIG-6198
Tc05v2_t026690.1,HYZL-6198
Tc05v2_t007740.3,ZSAB_grafted_with_AUIP-7111
Tc05v2_t007740.3,WYIG_grafted_with_AUIP-7111
Tc05v2_t007740.3,YKQR-7111
Tc05v2_t007740.3,QUTB-7111
Tc05v2_t010720.1,WYIG-6538
Tc05v2_t010720.1,LVUS-6538
Tc05v2_t003100.2,OLXF-5849
Tc05v2_t003100.2,HBHB-5849
Tc05v2_t003100.2,Arath-5849
Tc05v2_t005610.2,ZSAB-6282
Tc05v2_t006120.1,ZSAB-6366
Tc05v2_t001760.1,WYIG-6685
Tc05v2_t001760.1,OLXF_grafted_with_FYTP-6685
Tc05v2_t001760.1,ZSAB_grafted_with_JTQQ-6685
Tc05v2_t001760.1,SLYR-6685
Tc05v2_t001760.1,JTQQ-6685
Tc05v2_t001760.1,FYTP-6685
Tc05v2_t001760.1,Ambtr-6685
Tc05v2_t014220.1,WYIG_grafted_with_THHD-6175
Tc05v2_t014220.1,WYIG_grafted_with_THHD-6175
Tc05v2_t014220.1,ZSAB_grafted_with_THHD-6175
Tc05v2_t014220.1,THHD-6175
Tc05v2_t014220.1,ZHEE-6175
Tc05v2_t020620.1,WYIG_grafted_with_OMDH-5614
Tc05v2_t020620.1,ZSAB_grafted_with_OMDH-5614
Tc05v2_t020620.1,OLXF_grafted_with_OMDH-5614
Tc05v2_t020620.1,OMDH-5614
Tc05v2_t020620.1,LFOG-5614
Tc05v2_t020620.1,LVUS-5614
Tc05v2_t020620.1,EYRD-5614
Tc05v2_t019760.1,ZSAB-5857
Tc05v2_t019760.1,OLXF-5857
Tc05v2_t004850.2,WYIG_grafted_with_BCAA-6667
Tc05v2_t004850.2,OLXF_grafted_with_BCAA-6667
Tc05v2_t004850.2,BCAA-6667
Tc05v2_t004850.2,Arath-6667
Tc05v2_t011290.2,Theca-v1.1-5038
Tc05v2_t011290.2,WYIG-5038
Tc05v2_t011290.2,ZSAB-5038
Tc05v2_t011290.2,QUTB-5038
Tc05v2_t005820.2,OLXF-7363
Tc05v2_t005820.2,TORX-7363
Tc05v2_t013050.2,OLXF_grafted_with_VUSY-6791
Tc05v2_t013050.2,ZSAB_grafted_with_VUSY-6791
Tc05v2_t006120.2,ZSAB-6366
Tc05v2_t020620.2,WYIG_grafted_with_OMDH-5614
Tc05v2_t020620.2,ZSAB_grafted_with_OMDH-5614
Tc05v2_t020620.2,OLXF_grafted_with_OMDH-5614
Tc05v2_t020620.2,OMDH-5614
Tc05v2_t020620.2,LFOG-5614
